Decimal,Hex,Alpha Tag,Mode,Description,Tag,Category
4495,118f,"GT Fire 2","D","Fire 2","Fire-Tac","Williamson Co - Georgetown Fire"
4496,1190,"GT Fire 3","D","Fire 3","Fire-Tac","Williamson Co - Georgetown Fire"
4497,1191,"BARTLET MED1","DE","Bartlett Med 1","EMS-Tac","Williamson County Fire/EMS"
4498,1192,"BRTLET FIRE1","DE","Barltett Fire 1","Fire-Tac","Williamson County Fire/EMS"
4499,1193,"WC E MED 3","DE","East Med 3","EMS-Tac","Williamson County Fire/EMS"
4500,1194,"GRANGR FIRE1","DE","Granger Fire 1","Fire-Tac","Williamson County Fire/EMS"
4501,1195,"WC E MED 2","De","East Med 2","EMS-Tac","Williamson County Fire/EMS"
4502,1196,"WC E FIRE 3","D","East Fire 3","Fire-Tac","Williamson County Fire/EMS"
4503,1197,"WC E MED 1","DE","East Med 1","EMS-Tac","Williamson County Fire/EMS"
4504,1198,"WC E FIRE 1","D","East Fire 1","Fire-Tac","Williamson County Fire/EMS"
4505,1199,"WC E FIRE 2","D","East Fire 2","Fire-Tac","Williamson County Fire/EMS"
4506,119a,"THRALL MED 1","DE","Thrall Med 1","EMS-Tac","Williamson County Fire/EMS"
4507,119b,"WC E SCENE 1","D","East Scene 1","Fire-Tac","Williamson County Fire/EMS"
4508,119c,"COUPLND MED1","DE","Coupland Med 1","EMS-Tac","Williamson County Fire/EMS"
4509,119d,"COUPLD FIRE1","D","Coupland Fire 1","Fire-Tac","Williamson County Fire/EMS"
4510,119e,"WC FD TRAIN","D","Fire Training","Fire-Tac","Williamson County Fire/EMS"
4511,119f,"WC FD EMERG","D","Fire Emergency","Fire-Tac","Williamson County Fire/EMS"
4512,11a0,"WC FD CENTR","D","Central Fire Dispatch","Fire Dispatch","Williamson County Fire/EMS"
4514,11a2,"WC FD EAST","D","East Fire Dispatch","Fire Dispatch","Williamson County Fire/EMS"
4515,11a3,"WC EMS EAST","DE","EMS East OPS","EMS-Tac","Williamson County Fire/EMS"
4516,11a4,"WC EMS NORTH","DE","EMS North OPS","EMS-Tac","Williamson County Fire/EMS"
4517,11a5,"WC EMS SOUTH","DE","EMS South OPS","EMS-Tac","Williamson County Fire/EMS"
4518,11a6,"WC FD WEST","D","West Fire Dispatch","Fire Dispatch","Williamson County Fire/EMS"
4519,11a7,"WC EMS WEST","DE","EMS West OPS","EMS-Tac","Williamson County Fire/EMS"
4529,11b1,"WC Law Emer","D","Law Emergency","Law Tac","Williamson County Law Enforcement"
4533,11b5,"WC DECON 4","DE","Hazmat Decon 4","Fire-Tac","Williamson County Fire/EMS"
4534,11b6,"WC TECH OPS1","D","Fire Tech Ops 1","Fire-Tac","Williamson County Fire/EMS"
4535,11b7,"WC TECH OPS2","D","Fire Tech Ops 2","Fire-Tac","Williamson County Fire/EMS"
4536,11b8,"WC TECH OPS3","D","Fire Tech Ops 3","Fire-Tac","Williamson County Fire/EMS"
4537,11b9,"WC TECH OPS4","D","Fire Tech Ops 4","Fire-Tac","Williamson County Fire/EMS"
4538,11ba,"WC TECH OPS5","D","Fire Tech Ops 5","Fire-Tac","Williamson County Fire/EMS"
4549,11c5,"WC Const Tac 2","D","Constables Tactical 2","Law Tac","Williamson County Law Enforcement"
4566,11d6,"WC OPS 1","D","Operations 1","Multi-Tac","Williamson County Services"
4567,11d7,"WC OPS 2","D","Operations 2","Multi-Tac","Williamson County Services"
4568,11d8,"WC OPS 3","D","Operations 3","Multi-Tac","Williamson County Services"
4569,11d9,"WC OPS 4","D","Operations 4","Multi-Tac","Williamson County Services"
4570,11da,"WC OPS 5","D","Operations 5","Multi-Tac","Williamson County Services"
4571,11db,"WC OPS 6","D","Operations 6","Multi-Tac","Williamson County Services"
4572,11dc,"WC OPS 7","D","Operations 7","Multi-Tac","Williamson County Services"
4573,11dd,"WC OPS 8","D","Operations 8","Multi-Tac","Williamson County Services"
4574,11de,"WC OPS 9","D","Operations 9","Multi-Tac","Williamson County Services"
4575,11df,"WC OPS 10","D","Operations 10","Multi-Tac","Williamson County Services"
4576,11e0,"WC OPS 11","D","Operations 11","Multi-Tac","Williamson County Services"
4577,11e1,"WC OPS 12","D","Operations 12","Multi-Tac","Williamson County Services"
4578,11e2,"WC OPS 13","D","Operations 13","Multi-Tac","Williamson County Services"
4579,11e3,"WC OPS 14","D","Operations 14","Multi-Tac","Williamson County Services"
4580,11e4,"WC OPS 15","D","Operations 15","Multi-Tac","Williamson County Services"
4581,11e5,"WC OPS 16","D","Operations 16","Multi-Tac","Williamson County Services"
4609,1201,"WC FD E Admin","D","East Fire Administration","Fire-Talk","Williamson County Fire/EMS"
4610,1202,"WC FD C Admin","D","Central Fire Administration","Fire-Tac","Williamson County Fire/EMS"
4628,1214,"WC Fire 4628","D","Fire 4628","Fire-Tac","Williamson County Fire/EMS"
4630,1216,"CEDARPARK ER","D","EMS to Cedar Park Regional","Hospital","Williamson County Fire/EMS"
4632,1218,"CP FD Primary","D","Primary Dispatch","Fire Dispatch","Williamson Co - Cedar Park Fire"
4645,1225,"CP FD 4645","DE","TG 4645","Fire-Tac","Williamson Co - Cedar Park Fire"
4646,1226,"CP FD Admin","D","Admin","Fire-Tac","Williamson Co - Cedar Park Fire"
4648,1228,"CP FD HEB Arena ","D","HEB Arena Medical Team","EMS-Tac","Williamson Co - Cedar Park Fire"
4653,122d,"CP FD 4563","D","TG 4563","Fire-Tac","Williamson Co - Cedar Park Fire"
4657,1231,"CP FD 4657","D","TG 4657","Fire-Tac","Williamson Co - Cedar Park Fire"
4661,1235,"CP PD Tac 1","DE","Tactical 1","Law Tac","Williamson Co - Cedar Park Police"
4662,1236,"CP PD Tac 2","DE","Tactical 2","Law Tac","Williamson Co - Cedar Park Police"
4663,1237,"CP PD Tac 3","DE","Tactical 3","Law Tac","Williamson Co - Cedar Park Police"
4664,1238,"CP PD Tac 4","DE","Tactical 4","Law Tac","Williamson Co - Cedar Park Police"
4666,123a,"CP PD Dispatch 1","DE","Dispatch 1","Law Dispatch","Williamson Co - Cedar Park Police"
4667,123b,"CP PD Dispatch 2","De","Dispatch 2","Law Dispatch","Williamson Co - Cedar Park Police"
4668,123c,"CP PD Inform","DE","Information","Law Tac","Williamson Co - Cedar Park Police"
4669,123d,"CP PD Traffic","De","Traffic Enforcement","Law Tac","Williamson Co - Cedar Park Police"
4670,123e,"CP PD 4670","DE","Encrypted","Law Tac","Williamson Co - Cedar Park Police"
4672,1240,"CP PD Mutual Aid","De","Mutual Aid with LPD","Law Tac","Williamson Co - Cedar Park Police"
4679,1247,"CP FD Fire 1","D","Fire 1","Fire-Tac","Williamson Co - Cedar Park Fire"
4680,1248,"CP FD Fire 2","D","Fire 2","Fire-Tac","Williamson Co - Cedar Park Fire"
4682,124a,"CP FD 4682","D","TG 4682","Fire-Tac","Williamson Co - Cedar Park Fire"
4707,1263,"WC S MED 1","D","South Med 1","Fire-Tac","Williamson County Fire/EMS"
4708,1264,"WC S MED 2","D","South Med 2","Fire-Tac","Williamson County Fire/EMS"
4709,1265,"WC S MED 3","D","South Med 3","EMS-Tac","Williamson County Fire/EMS"
4710,1266,"WC S MED 4","D","South Med 4","EMS-Tac","Williamson County Fire/EMS"
4711,1267,"WC S MED 5","D","South Med 5 (inside RR w/o FD)","EMS-Tac","Williamson County Fire/EMS"
4712,1268,"WC S MED 6","D","South Med 6","EMS-Tac","Williamson County Fire/EMS"
4715,126b,"RR FD SCN1","D","Scene 1","Multi-Tac","Williamson Co - Round Rock Fire"
4716,126c,"RR FD SCN2","D","Scene 2","Multi-Tac","Williamson Co - Round Rock Fire"
4717,126d,"RR FD SCN3","D","Scene 3","Multi-Tac","Williamson Co - Round Rock Fire"
4718,126e,"RR FD SCN4","D","Scene 4","Multi-Tac","Williamson Co - Round Rock Fire"
4719,126f,"RR FD SCN5","D","Scene 5","Multi-Tac","Williamson Co - Round Rock Fire"
4720,1270,"RR FD TRN1","D","Training 1","Fire-Tac","Williamson Co - Round Rock Fire"
4721,1271,"RR FD TRN2","D","Training 2","Fire-Talk","Williamson Co - Round Rock Fire"
4723,1273,"RR PW 4723","D","Public Works","Public Works","Williamson Co - Round Rock Services"
4730,127a,"WC S SCENE1","D","EMS Scene 1 South Scene 1","Multi-Tac","Williamson County Fire/EMS"
4731,127b,"WC S SCENE2","D","EMS Scene 2","Multi-Tac","Williamson County Fire/EMS"
4732,127c,"WC S SCENE3","D","EMS Scene 3","Multi-Tac","Williamson County Fire/EMS"
4733,127d,"WC S SCENE4","D","EMS Scene 4","Multi-Tac","Williamson County Fire/EMS"
4734,127e,"WC S SCENE5","D","EMS Scene 5","Multi-Tac","Williamson County Fire/EMS"
4735,127f,"WC S SCENE6","D","EMS Scene 6","Multi-Tac","Williamson County Fire/EMS"
4739,1283,"RR FD DISP","D","Dispatch","Fire Dispatch","Williamson Co - Round Rock Fire"
4741,1285,"RR FD FIRE1","D","Fire 1","Fire-Tac","Williamson Co - Round Rock Fire"
4742,1286,"RR FD FIRE2","D","Fire 2","Fire-Tac","Williamson Co - Round Rock Fire"
4743,1287,"RR FD FIRE3","D","Fire 3","Fire-Tac","Williamson Co - Round Rock Fire"
4744,1288,"RR FD FIRE4","D","Fire 4","Fire-Tac","Williamson Co - Round Rock Fire"
4745,1289,"RR FD FIRE5","D","Fire 5","Fire-Tac","Williamson Co - Round Rock Fire"
4746,128a,"RR PD CID 1","DE","CID 1","Law Tac","Williamson Co - Round Rock Police"
4750,128e,"RR PD EMERG","D","Emergency","Law Tac","Williamson Co - Round Rock Police"
4751,128f,"RR PD DELL DIAMN","D","Dell Diamond Ops","Law Tac","Williamson Co - Round Rock Police"
4755,1293,"RR Water Dept","D","Water","Public Works","Williamson Co - Round Rock Services"
4758,1296,"RR PD N CMD","DE","North Dispatch","Law Dispatch","Williamson Co - Round Rock Police"
4759,1297,"RR PD S CMD","DE","South Dispatch","Law Dispatch","Williamson Co - Round Rock Police"
4762,129a,"RR PD SPECOP","DE","Special Ops","Law Tac","Williamson Co - Round Rock Police"
4763,129b,"RR PD TAC 1","DE","Tactical 1","Law Tac","Williamson Co - Round Rock Police"
4764,129c,"RR PD TAC 2","DE","Tactical 2","Law Tac","Williamson Co - Round Rock Police"
4765,129d,"RR PD TAC 3","DE","Tactical 3","Law Tac","Williamson Co - Round Rock Police"
4766,129e,"RR PD TAC 4","DE","Tactical 4","Law Tac","Williamson Co - Round Rock Police"
4767,129f,"RR PD TAC 5","DE","Tactical 5","Law Tac","Williamson Co - Round Rock Police"
4768,12a0,"RR PD TAC 6","DE","Tactical 6","Law Tac","Williamson Co - Round Rock Police"
4769,12a1,"RR PD SECURE","DE","Secure","Law Tac","Williamson Co - Round Rock Police"
4770,12a2,"RR TRAFFIC 1","DE","Traffic 1","Law Tac","Williamson Co - Round Rock Police"
4772,12a4,"RR Animal Cntrl","D","Animal Control","Public Works","Williamson Co - Round Rock Services"
4773,12a5,"RR PD TRAINING","D","Training","Law Tac","Williamson Co - Round Rock Police"
4774,12a6,"ROUNDROCK ER","D","EMS to Round Rock Hospital E.R.","Hospital","Williamson County Fire/EMS"
4778,12aa,"SETONRDRK ER","D","EMS to Seton Hospital Round Rock","Hospital","Williamson County Fire/EMS"
4780,12ac,"SCOTTNWHT ER","D","EMS to Scott and White","Hospital","Williamson County Fire/EMS"
4785,12b1,"RR FD FIRE6","D","Fire 6","Fire-Tac","Williamson Co - Round Rock Fire"
4786,12b2,"RR FD INSP","D","Fire Inspecter Talk","Fire-Talk","Williamson Co - Round Rock Fire"
4794,12ba,"RR ISD PD DISP","D","Police Dispatch","Law Dispatch","Williamson Co - Round Rock ISD"
4795,12bb,"RR ISD PD 2","D","Police Ch. 2","Law Tac","Williamson Co - Round Rock ISD"
4797,12bd,"RR ISD PD TALK","D","Police Talkaround","Law Talk","Williamson Co - Round Rock ISD"
4808,12c8,"JAR FD CMND","D","Jarrell Fire Command","Fire-Tac","Williamson County Fire/EMS"
4810,12ca,"GT PW EMERG","D","Public Works Emergency","Public Works","Williamson Co - Georgetown Services"
4811,12cb,"GEORGETWN ER","D","EMS to Georgetown Hospital","Hospital","Williamson County Fire/EMS"
4812,12cc,"GT Fire 4","D","Fire 4","Fire-Tac","Williamson Co - Georgetown Fire"
4813,12cd,"GT Fire 5","D","Fire 5","Fire-Tac","Williamson Co - Georgetown Fire"
4814,12ce,"GT Fire 8","D","Fire 6","Fire-Tac","Williamson Co - Georgetown Fire"
4816,12d0,"GT Fire A/P","D","Airport to Fire","Fire-Tac","Williamson Co - Georgetown Fire"
4818,12d2,"GT Util Power","D","Utilities Electric","Utilities","Williamson Co - Georgetown Services"
4819,12d3,"GT Fire 4819","D","Fire","Fire-Tac","Williamson Co - Georgetown Fire"
4821,12d5,"GT Util Water","D","Utilities Water","Utilities","Williamson Co - Georgetown Services"
4823,12d7,"GT Fire 4823","D","Fire","Fire-Tac","Williamson Co - Georgetown Fire"
4824,12d8,"GT Util Control","D","Utilities "Control"","Utilities","Williamson Co - Georgetown Services"
4828,12dc,"GT Fire Disp","D","Fire Dispatch","Fire Dispatch","Williamson Co - Georgetown Fire"
4830,12de,"GT Fire Train","D","Fire Training","Fire-Talk","Williamson Co - Georgetown Fire"
4831,12df,"GT PD Dispatch 1","DE","Police Dispatch","Law Dispatch","Williamson Co - Georgetown Police"
4833,12e1,"GT PD Patrol","DE","Police Patrol","Law Tac","Williamson Co - Georgetown Police"
4846,12ee,"GT Fire Disp","D","Fire Dispatch","Fire Dispatch","Williamson Co - Georgetown Fire"
4849,12f1,"GT PD Dispatch 2","DE","Police Disp 2 (Park Rangers/ACOs)","Law Dispatch","Williamson Co - Georgetown Police"
4873,1309,"GT PD/FD","D","Fire to Police Direct","Multi-Tac","Williamson Co - Georgetown Fire"
4877,130d,"Hutto PD 1","DE","Police Dispatch 1","Law Dispatch","Williamson Co - Hutto"
4882,1312,"Hutto PD Talk","DE","Police Talk","Law Talk","Williamson Co - Hutto"
4887,1317,"Hutto PD Tac","DE","Police Tactical","Law Tac","Williamson Co - Hutto"
4894,131e,"Hutto ISD Common","D","Hutto ISD Common (sometimes called "WILCO Radio")","Schools","Williamson Co - Hutto"
4898,1322,"Hutto Fire Train","D","Fire Training","Fire-Talk","Williamson Co - Hutto"
4900,1324,"Leander FD Disp","DE","Fire Dispatch","Fire Dispatch","Williamson Co - Leander"
4904,1328,"Leander Emergncy","D","Emergency Channel","Emergency Ops","Williamson Co - Leander"
4905,1329,"Leander EOC","DE","Emergency Ops Center","Emergency Ops","Williamson Co - Leander"
4907,132b,"Leander FD Tac 1","D","Fire Tactical 1","Fire-Tac","Williamson Co - Leander"
4908,132c,"Leander FD Tac 2","D","Fire Tactical 2","Fire-Tac","Williamson Co - Leander"
4909,132d,"Leander PD Disp","DE","Police Dispatch","Law Dispatch","Williamson Co - Leander"
4912,1330,"Leander PD","DE","Police","Law Tac","Williamson Co - Leander"
4914,1332,"Leander PD","DE","Police","Law Tac","Williamson Co - Leander"
4925,133d,"Leander FD Tac","DE","Fire Tactical","Fire-Tac","Williamson Co - Leander"
4927,133f,"Leander FD Admin","DE","Fire Admin ","Fire-Talk","Williamson Co - Leander"
4929,1341,"EMS SDLeander ER","D","EMS to St. David's ER Leander","Hospital","Williamson County Fire/EMS"
4951,1357,"Taylor Fire Prim","D","Fire Primary","Fire Dispatch","Williamson Co - Taylor"
4952,1358,"Taylor Police 1","DE","Police 1","Law Dispatch","Williamson Co - Taylor"
4956,135c,"SCTTWHITE ER","D","EMS to Scott & White Taylor ER","Hospital","Williamson County Fire/EMS"
4958,135e,"Taylor Anml Ctrl","D","Animal Control","Public Works","Williamson Co - Taylor"
4964,1364,"Taylor PD/FD","D","PD/FD Mutual Aid","Multi-Tac","Williamson Co - Taylor"
5006,138e,"COUPLND FD5006","D","Coupland Fire","Fire-Talk","Williamson County Fire/EMS"
5009,1391,"FLR VFD ADMN","DE","Florence FD Administration","Fire-Talk","Williamson County Fire/EMS"
5022,139e,"JAR FD PRIM","D","Jarrel Fire Primary","Fire Dispatch","Williamson County Fire/EMS"
5030,13a6,"JVL VFD TAC1","D","Jollyville FD Tactical 1","Fire-Tac","Williamson County Fire/EMS"
5032,13a8,"JVL VFD ADMN","D","Jollyville FD Administration","Fire-Talk","Williamson County Fire/EMS"
5038,13ae,"LH FD Admin","D","Fire Administration","Fire-Talk","Williamson Co - Liberty Hill"
5039,13af,"LH FD Tac 1","D","Fire Tactical 1","Fire-Tac","Williamson Co - Liberty Hill"
5040,13b0,"LH FD Tac 2","D","Fire Tactical 2","Fire-Tac","Williamson Co - Liberty Hill"
5041,13b1,"LH EOC Ops","DE","Emergency Operations","Emergency Ops","Williamson Co - Liberty Hill"
5045,13b5,"SB FD ADMIN","D","Sam Bass FD Administration","Fire-Talk","Williamson County Fire/EMS"
5046,13b6,"SB FD TAC1","D","Sam Bass FD Tactical 1","Fire-Tac","Williamson County Fire/EMS"
5047,13b7,"SB FD Tac 2","D","Sam Bass Fire Tactical 2","Fire-Tac","Williamson County Fire/EMS"
5061,13c5,"LH PD Talk","DE","Police Talk","Law Talk","Williamson Co - Liberty Hill"
5074,13d2,"RR Parks Dept","D","Parks","Public Works","Williamson Co - Round Rock Services"
5102,13ee,"RR PW 5102","D","Public Works","Public Works","Williamson Co - Round Rock Services"
5118,13fe,"RR Streets 1","D","Streets 1","Public Works","Williamson Co - Round Rock Services"
5119,13ff,"RR Streets 2","D","Streets 2","Public Works","Williamson Co - Round Rock Services"
5123,1403,"RR Street Paving","D","Streets Paving","Public Works","Williamson Co - Round Rock Services"
5143,1417,"LISD CommRel","D","Community Relations","Schools","Williamson Co - Leander ISD"
5144,1418,"LISD SPTB-O","D","SPTB-O","Schools","Williamson Co - Leander ISD"
5145,1419,"LISD AllCall","D","Announcement","Schools","Williamson Co - Leander ISD"
5148,141c,"LISD Transp","D","Transportation","Schools","Williamson Co - Leander ISD"
5149,141d,"LISD Tech","D","Tech","Schools","Williamson Co - Leander ISD"
5150,141e,"LISD EDSI","D","EDSI","Schools","Williamson Co - Leander ISD"
5151,141f,"LISD Cusdial","D","Custodial","Schools","Williamson Co - Leander ISD"
5152,1420,"LISD Facilit","D","Facilities","Schools","Williamson Co - Leander ISD"
5153,1421,"LISD Event 1","D","Event 1","Schools","Williamson Co - Leander ISD"
5154,1422,"LISD Event 2","D","Event 2","Schools","Williamson Co - Leander ISD"
5155,1423,"LISD Event 3","D","Event 3","Schools","Williamson Co - Leander ISD"
5156,1424,"LISD Event 4","D","Event 4","Schools","Williamson Co - Leander ISD"
5157,1425,"LISD Event 5","D","Event 5","Schools","Williamson Co - Leander ISD"
5158,1426,"LISD HS PR","D","HS PR","Schools","Williamson Co - Leander ISD"
5159,1427,"LISD M SPR","D","M SPR","Schools","Williamson Co - Leander ISD"
5160,1428,"LISD Elm NPR","D","Elm NPR","Schools","Williamson Co - Leander ISD"
5161,1429,"LISD Elm SPR","D","Elm SPR","Schools","Williamson Co - Leander ISD"
5164,142c,"LISD FoodSvc","D","Food Sevice","Schools","Williamson Co - Leander ISD"
5165,142d,"LISD Event 6","D","Event 6","Schools","Williamson Co - Leander ISD"
5166,142e,"LISD Mtl Mgt","D","Materials Management","Schools","Williamson Co - Leander ISD"
5173,1435,"LISD Emerg","D","Emergency","Schools","Williamson Co - Leander ISD"
5291,14ab,"D1 AT OP 01","D","D1 Regional Interop 01","Interop","Regional Interop D1 Austin/Travis"
5292,14ac,"D1 AT OP 02","D","D1 Regional Interop 02","Interop","Regional Interop D1 Austin/Travis"
5293,14ad,"D1 AT OP 03","D","D1 Regional Interop 03","Interop","Regional Interop D1 Austin/Travis"
5294,14ae,"D1 AT OP 04","D","D1 Regional Interop 04","Interop","Regional Interop D1 Austin/Travis"
5295,14af,"D1 AT OP 05","D","D1 Regional Interop 05","Interop","Regional Interop D1 Austin/Travis"
5296,14b0,"D1 AT OP 06","D","D1 Regional Interop 06","Interop","Regional Interop D1 Austin/Travis"
5297,14b1,"D1 AT OP 07","D","D1 Regional Interop 07","Interop","Regional Interop D1 Austin/Travis"
5298,14b2,"D1 AT OP 08","D","D1 Regional Interop 08","Interop","Regional Interop D1 Austin/Travis"
5299,14b3,"D1 AT OP 09","D","D1 Regional Interop 09","Interop","Regional Interop D1 Austin/Travis"
5300,14b4,"D1 AT OP 10","D","D1 Regional Interop 10","Interop","Regional Interop D1 Austin/Travis"
5301,14b5,"D1 AT OP 11","D","D1 Regional Interop 11","Interop","Regional Interop D1 Austin/Travis"
5302,14b6,"D1 AT OP 12","D","D1 Regional Interop 12","Interop","Regional Interop D1 Austin/Travis"
5303,14b7,"D1 AT OP 13","D","D1 Regional Interop 13","Interop","Regional Interop D1 Austin/Travis"
5304,14b8,"D1 AT OP 14","D","D1 Regional Interop 14","Interop","Regional Interop D1 Austin/Travis"
5305,14b9,"D1 AT OP 15","D","D1 Regional Interop 15","Interop","Regional Interop D1 Austin/Travis"
5306,14ba,"D1 AT OP 16","D","D1 Regional Interop 16","Interop","Regional Interop D1 Austin/Travis"
5307,14bb,"D2 AT OP 17","D","D2 Regional Interop 17","Interop","Regional Interop D1 Austin/Travis"
5308,14bc,"D2 AT OP 18","D","D2 Regional Interop 18","Interop","Regional Interop D1 Austin/Travis"
5309,14bd,"D2 AT OP 19","D","D2 Regional Interop 19","Interop","Regional Interop D1 Austin/Travis"
5310,14be,"D2 AT OP 20","D","D2 Regional Interop 20","Interop","Regional Interop D1 Austin/Travis"
5311,14bf,"D2 AT OP 21","D","D2 Regional Interop 21","Interop","Regional Interop D1 Austin/Travis"
5312,14c0,"D2 AT OP 22","D","D2 Regional Interop 22","Interop","Regional Interop D1 Austin/Travis"
5313,14c1,"D2 AT OP 23","D","D2 Regional Interop 23","Interop","Regional Interop D1 Austin/Travis"
5314,14c2,"D2 AT OP 24","D","D2 Regional Interop 24","Interop","Regional Interop D1 Austin/Travis"
5315,14c3,"D2 AT OP 25","D","D2 Regional Interop 25","Interop","Regional Interop D1 Austin/Travis"
5316,14c4,"D2 AT OP 26","D","D2 Regional Interop 26","Interop","Regional Interop D1 Austin/Travis"
5317,14c5,"D2 AT OP 27","D","D2 Regional Interop 27","Interop","Regional Interop D1 Austin/Travis"
5318,14c6,"D2 AT OP 28","D","D2 Regional Interop 28","Interop","Regional Interop D1 Austin/Travis"
5319,14c7,"D2 AT OP 29","D","D2 Regional Interop 29","Interop","Regional Interop D1 Austin/Travis"
5320,14c8,"D2 AT OP 30","D","D2 Regional Interop 30","Interop","Regional Interop D1 Austin/Travis"
5321,14c9,"D2 AT OP 31","D","D2 Regional Interop 31","Interop","Regional Interop D1 Austin/Travis"
5323,14cb,"AT PW 01","D","Austin/Travis Public Works","Public Works","Austin Services"
5330,14d2,"Bastrop FD 5330","D","Fire","Fire-Tac","Bastrop County - Bastrop"
5335,14d7,"GCI 1","D","Gulf Coast Interop 1","Interop","Gulf Coast Interop"
5336,14d8,"GCI 2","D","Gulf Coast Interop 2","Interop","Gulf Coast Interop"
5337,14d9,"GCI 3","D","Gulf Coast Interop 3","Interop","Gulf Coast Interop"
5338,14da,"GCI 4","D","Gulf Coast Interop 4","Interop","Gulf Coast Interop"
5339,14db,"GCI 5","D","Gulf Coast Interop 5","Interop","Gulf Coast Interop"
5340,14dc,"GCI 6","D","Gulf Coast Interop 6","Interop","Gulf Coast Interop"
5341,14dd,"GCI 7","D","Gulf Coast Interop 7","Interop","Gulf Coast Interop"
5342,14de,"GCI 8","D","Gulf Coast Interop 8","Interop","Gulf Coast Interop"
5343,14df,"GCI 9","D","Gulf Coast Interop 9","Interop","Gulf Coast Interop"
5344,14e0,"GCI 10","D","Gulf Coast Interop 10","Interop","Gulf Coast Interop"
5345,14e1,"GCI 11","D","Gulf Coast Interop 11","Interop","Gulf Coast Interop"
5346,14e2,"GCI 12","D","Gulf Coast Interop 12","Interop","Gulf Coast Interop"
5347,14e3,"GCI 13","D","Gulf Coast Interop 13","Interop","Gulf Coast Interop"
5348,14e4,"GCI 14","D","Gulf Coast Interop 14","Interop","Gulf Coast Interop"
5349,14e5,"GCI 15","D","Gulf Coast Interop 15","Interop","Gulf Coast Interop"
5350,14e6,"GCI 16","D","Gulf Coast Interop 16","Interop","Gulf Coast Interop"
5500,157c,"SetonHaysHos","D","EMS to Seton Hays County Hospital","Hospital","Hays County"
5603,15e3,"Bastrop SO 1","D","Sheriff Primary","Law Dispatch","Bastrop County"
5604,15e4,"Bastrop SO 2","D","Sheriff Ch. 2","Law Dispatch","Bastrop County"
5605,15e5,"Bastrop SO Tac 1","D","Sheriff Tactical 1","Law Tac","Bastrop County"
5606,15e6,"Bastrop SO Tac 2","D","Sheriff Tactical 2","Law Tac","Bastrop County"
5607,15e7,"Bastrop Co ACO","D","Animal Control","Law Tac","Bastrop County"
5608,15e8,"TXDPS Bastrop Co","D","DPS Troopers Bastrop Co.","Law Dispatch","Bastrop County"
5609,15e9,"Bastrop PD Prim","D","Police Primary","Law Dispatch","Bastrop County - Bastrop"
5610,15ea,"Bastrop PD Secd","D","Police Secondary","Law Tac","Bastrop County - Bastrop"
5611,15eb,"Bastrop PD Tac 1","D","Police Tactical 1","Law Tac","Bastrop County - Bastrop"
5612,15ec,"Elgin PD Disp","D","Police Dispatch","Law Dispatch","Bastrop County - Elgin"
5613,15ed,"Elgin PD Sec","D","Police Secondary","Law Tac","Bastrop County - Elgin"
5614,15ee,"Elgin PD Tac 1","D","Police Tactical 1","Law Tac","Bastrop County - Elgin"
5615,15ef,"Smithvil PD Prim","D","Police Primary","Law Dispatch","Bastrop County - Smithville"
5616,15f0,"Smithvil PD Sec","D","Police Secondary","Law Tac","Bastrop County - Smithville"
5617,15f1,"Smithvil PD Tac1","D","Police Tactical 1","Law Tac","Bastrop County - Smithville"
5620,15f4,"Bastrop SO 3","DE","Sheriff Ch. 3","Law Tac","Bastrop County"
5638,1606,"BC FTAC615","D","Fire Tac 615","Fire-Tac","Bastrop County - Fire"
5639,1607,"BC FTAC614","D","Fire Tac 614","Fire-Tac","Bastrop County - Fire"
5640,1608,"BC FTAC613","D","Fire Tac 613","Fire-Tac","Bastrop County - Fire"
5641,1609,"BC FTAC612","D","Fire Tac 612","Fire-Tac","Bastrop County - Fire"
5642,160a,"BC FTAC611","D","Fire Tac 611","Fire-Tac","Bastrop County - Fire"
5643,160b,"BC FTAC610","D","Fire Tac 610","Fire-Tac","Bastrop County - Fire"
5644,160c,"BC FTAC609","D","Fire Tac 609","Fire-Tac","Bastrop County - Fire"
5645,160d,"BC FTAC608","D","Fire Tac 608","Fire-Tac","Bastrop County - Fire"
5646,160e,"BC FTAC607","D","Fire Tac 607","Fire-Tac","Bastrop County - Fire"
5647,160f,"BC FTAC606","D","Fire Tac 606","Fire-Tac","Bastrop County - Fire"
5648,1610,"BC FTAC605","D","Fire Tac 605","Fire-Tac","Bastrop County - Fire"
5649,1611,"BC FTAC604","D","Fire Tac 604","Fire-Tac","Bastrop County - Fire"
5650,1612,"BC FTAC603","D","Fire Tac 603","Fire-Tac","Bastrop County - Fire"
5651,1613,"BC FTAC602","D","Fire Tac 602","Fire-Tac","Bastrop County - Fire"
5652,1614,"BC FTAC601","D","Fire Tac 601","Fire-Tac","Bastrop County - Fire"
5653,1615,"BC Firecom 1","D","Firecom 1","Fire Dispatch","Bastrop County - Fire"
5654,1616,"BC Firecom 2","D","Firecom 2","Fire-Tac","Bastrop County - Fire"
5655,1617,"Bastrop FD","D","Fire","Fire-Tac","Bastrop County - Bastrop"
5656,1618,"BC Firecom 3","D","Firecom 3","Fire-Tac","Bastrop County - Fire"
5657,1619,"Elgin FD Disp","D","Fire Dispatch","Fire Dispatch","Bastrop County - Elgin"
5659,161b,"Smithville Fire","D","Fire Department","Fire-Tac","Bastrop County - Smithville"
