Decimal,Hex,Alpha Tag,Mode,Description,Tag,Category
2,002,"Aus Wtr Guard","D","Guard Shack","Utilities","Austin Water/Wastewater"
3,003,"Aus Wtr 3","D","Water/Wastewater","Utilities","Austin Water/Wastewater"
4,004,"Aus Wtr 4","D","Water/Wastewater","Utilities","Austin Water/Wastewater"
6,006,"Aus Wtr 6","D","Water/Wastewater","Utilities","Austin Water/Wastewater"
7,007,"Aus Wtr 7","D","Water/Wastewater","Utilities","Austin Water/Wastewater"
8,008,"Aus Wtr 8","D","Water/Wastewater","Utilities","Austin Water/Wastewater"
9,009,"Aus Wtr 9","D","Water/Wastewater","Utilities","Austin Water/Wastewater"
10,00a,"Aus Wtr 10","D","Water/Wastewater","Utilities","Austin Water/Wastewater"
11,00b,"Aus Wtr 11","D","Water/Wastewater","Utilities","Austin Water/Wastewater"
12,00c,"Aus Wtr 12","D","Water/Wastewater","Utilities","Austin Water/Wastewater"
13,00d,"Aus Wtr 13","D","Water/Wastewater","Utilities","Austin Water/Wastewater"
19,013,"Aus Wtr 19","D","Water/Wastewater","Utilities","Austin Water/Wastewater"
20,014,"Aus Wtr 20","D","Water/Wastewater","Utilities","Austin Water/Wastewater"
21,015,"Aus Wtr 21","D","Water/Wastewater","Utilities","Austin Water/Wastewater"
23,017,"Aus Wtr 23","D","Water/Wastewater","Utilities","Austin Water/Wastewater"
24,018,"Aus Wtr 24","D","Water/Wastewater","Utilities","Austin Water/Wastewater"
27,01b,"Aus Wtr 27","D","Water/Wastewater","Utilities","Austin Water/Wastewater"
28,01c,"Aus Wtr 28","D","Water/Wastewater","Utilities","Austin Water/Wastewater"
29,01d,"Aus Wtr 29","D","Water/Wastewater","Utilities","Austin Water/Wastewater"
30,01e,"Aus Wtr 30","D","Water/Wastewater","Utilities","Austin Water/Wastewater"
32,020,"Aus Wtr 32","D","Water/Wastewater","Utilities","Austin Water/Wastewater"
45,02d,"Aus Wtr Plant 45","D","Plant","Utilities","Austin Water/Wastewater"
48,030,"Aus Wtr CtrlRoom","D","Control Room","Utilities","Austin Water/Wastewater"
49,031,"Aus Wtr Plant 49","D","Plant","Utilities","Austin Water/Wastewater"
101,065,"A ENRGY DISP","D","Austin Energy Electric Dispatch","Utilities","Austin Energy"
106,06a,"A ENRGY PLNT","D","Austin Energy - Power Plant?","Utilities","Austin Energy"
108,06c,"A ENRGY PDLP","D","Austin Energy - Poss Decker Lake Power Plant","Utilities","Austin Energy"
113,071,"AUS ENERGY","D","Austin Energy","Utilities","Austin Energy"
116,074,"AUS ENERGY","D","Austin Energy","Utilities","Austin Energy"
117,075,"AUS ENERGY","D","Austin Energy","Utilities","Austin Energy"
118,076,"AUS ENERGY","D","Austin Energy","Utilities","Austin Energy"
120,078,"AUS ENERGY","D","Austin Energy","Utilities","Austin Energy"
121,079,"AUS ENERGY","D","Austin Energy","Utilities","Austin Energy"
122,07a,"AUS ENERGY","D","Austin Energy","Utilities","Austin Energy"
123,07b,"AUS ENERGY","D","Austin Energy","Utilities","Austin Energy"
124,07c,"AUS ENERGY","D","Austin Energy","Utilities","Austin Energy"
125,07d,"AUS ENERGY","D","Austin Energy","Utilities","Austin Energy"
126,07e,"AUS ENERGY","D","Austin Energy","Utilities","Austin Energy"
127,07f,"AUS ENERGY","D","Austin Energy","Utilities","Austin Energy"
131,083,"AUS ENERGY","D","Austin Energy","Utilities","Austin Energy"
133,085,"A ENRGY UT 1","D","Utility Customer Service","Utilities","Austin Energy"
134,086,"AUS ENERGY","D","Austin Energy","Utilities","Austin Energy"
135,087,"A ENRGY UT 2","D","Austin Energy - Utility Customer Service","Utilities","Austin Energy"
136,088,"AUS ENERGY","D","Austin Energy","Utilities","Austin Energy"
137,089,"AUS ENERGY","D","Austin Energy","Utilities","Austin Energy"
139,08b,"AUS ENERGY","D","Austin Energy","Utilities","Austin Energy"
140,08c,"AUS ENERGY","D","Austin Energy","Utilities","Austin Energy"
150,096,"AUS ENERGY","D","Austin Energy","Utilities","Austin Energy"
151,097,"AUS ENERGY","D","Austin Energy","Utilities","Austin Energy"
155,09b,"AUS ENERGY","D","Austin Energy","Utilities","Austin Energy"
160,0a0,"A ENRGY PAGE","D","Austin Energy (paging all crews)","Utilities","Austin Energy"
253,0fd,"PARK OPS 1","D","Park Operations Common","Public Works","Austin Parks and Recreation"
254,0fe,"PARK OPS 2","D","Park Operations Ch 2","Public Works","Austin Parks and Recreation"
255,0ff,"PARKS MAINT","D","Park Maintenance","Public Works","Austin Parks and Recreation"
258,102,"DEEP EDDY","D","Deep Eddy Pool","Public Works","Austin Parks and Recreation"
259,103,"EMMA LONG","D","Emma Long Park","Public Works","Austin Parks and Recreation"
260,104,"Aquatics 1 ","D","Aquatics 1 ","Public Works","Austin Parks and Recreation"
261,105,"GARRISON PRK","D","Garrison Park and Golf Athletics","Public Works","Austin Parks and Recreation"
262,106,"Aquatics 2","D","Aquatics 2","Public Works","Austin Parks and Recreation"
263,107,"FIESTA GRDNS","D","Fiesta Gardens","Public Works","Austin Parks and Recreation"
264,108,"ZILKER PARK","D","Zilker Park","Public Works","Austin Parks and Recreation"
266,10a,"AQUATICS","D","Parks Aquatics","Public Works","Austin Parks and Recreation"
267,10b,"REC CENTER","D","Recreation Center","Public Works","Austin Parks and Recreation"
268,10c,"NATURE","D","Natural Resources/Nature Trail","Public Works","Austin Parks and Recreation"
271,10f,"Austin PD Parks1","D","Park Police 1","Law Dispatch","Austin Police"
273,111,"PRKS EVENT 1","D","Parks Event 1","Public Works","Austin Parks and Recreation"
274,112,"PRKS EVENT 2","D","Parks Event 2","Public Works","Austin Parks and Recreation"
275,113,"Austin PD Parks2","D","Park Police 2","Law Tac","Austin Police"
352,160,"SOLID WST","D","Solid Waste","Public Works","Austin Services"
353,161,"SW RECYCLE","D","Solid Waste - Recycling","Public Works","Austin Services"
354,162,"SOLID WST","D","Solid Waste","Public Works","Austin Services"
357,165,"SOLIDWST DIS","D","Solid Waste - Dispatch","Public Works","Austin Services"
360,168,"Aus RecycSup","D","Resource Recycling Supvervisors","Public Works","Austin Services"
361,169,"Aus Recyc CM","D","Resource Recycling CM","Public Works","Austin Services"
377,179,"STORMWATER 1","D","Stormwater Management (low water crossings)","Public Works","Austin Services"
378,17a,"STORMWATER 2","D","Stormwater Management 2 (low water crossings)","Public Works","Austin Services"
428,1ac,"AUS CC SECUR","D","Convention Center - Security","Security","Austin Convention Center"
429,1ad,"AUS CC DOCK","D","Convention Center - Loading Dock","Public Works","Austin Convention Center"
430,1ae,"AUS CONV CTR","D","Convention Center","Public Works","Austin Convention Center"
431,1af,"Aus CC 431","D","Convention Center","Public Works","Austin Convention Center"
432,1b0,"AUS CONV CTR","D","Convention Center","Public Works","Austin Convention Center"
433,1b1,"AUS CONV CTR","D","Convention Center","Public Works","Austin Convention Center"
434,1b2,"AUS CONV CTR","D","Convention Center","Public Works","Austin Convention Center"
435,1b3,"AUS CONV CTR","D","Convention Center","Public Works","Austin Convention Center"
436,1b4,"AUS CC CH 9","D","Convention Center Channel 9","Public Works","Austin Convention Center"
437,1b5,"AUS CONV CTR","D","Convention Center","Public Works","Austin Convention Center"
438,1b6,"AUS CONV CTR","D","Convention Center","Public Works","Austin Convention Center"
440,1b8,"PALMER EC SECUR","D","Palmer Event Center - Security","Security","Austin Convention Center"
441,1b9,"PALMER EC OPS","D","Palmer Event Center - Operations","Public Works","Austin Convention Center"
442,1ba,"PALMER EC STAFF","D","Palmer Event Center - Staff","Public Works","Austin Convention Center"
443,1bb,"PALMER EC MAINT","D","Palmer Event Center - Maintenance","Public Works","Austin Convention Center"
444,1bc,"PALMER EC CREW","D","Palmer Event Center - Ops Crew","Public Works","Austin Convention Center"
445,1bd,"PALMER EC CATER","D","Palmer Event Center - Catering","Public Works","Austin Convention Center"
446,1be,"PALMER AUDIT","D","Palmer Auditorium","Public Works","Austin Services"
478,1de,"Aus Wtr 478","D","Water/Wastewater","Utilities","Austin Water/Wastewater"
511,1ff,"Aus Wtr 511","D","Water/Wastewater","Utilities","Austin Water/Wastewater"
525,20d,"Aus Wtr 525","D","Water/Wastewater","Utilities","Austin Water/Wastewater"
529,211,"AusStreet529","D","Street and Bridge","Public Works","Austin Services"
530,212,"AusStreet530","D","Street and Bridge","Public Works","Austin Services"
533,215,"Austin Inspect","D","Inspections","Public Works","Austin Services"
534,216,"AusStreet534","D","Street and Bridge","Public Works","Austin Services"
540,21c,"SAND TRUCKS","D","Street and Bridge (Sand Trucks)","Public Works","Austin Services"
551,227,"PW TRANSPORT","D","Public Works and Transportation","Public Works","Austin Services"
552,228,"TRFFC LGHT 1","D","Traffic Light Repair","Public Works","Austin Services"
554,22a,"Aus Parking Enf","D","Austin Parking Enforcement","Public Works","Austin Services"
555,22b,"AUS ParkingMeter","D","Austin Parking Meters","Public Works","Austin Services"
556,22c,"SIGN SHOP","D","Sign Shop","Public Works","Austin Services"
559,22f,"TRFFC LGHT 2","D","Traffic Lights","Public Works","Austin Services"
563,233,"Aus PW Hydrant","D","Hydrant Repair","Public Works","Austin Services"
581,245,"AusStreetBr1","D","Street and Bridge 1","Public Works","Austin Services"
589,24d,"AusStreetBr2","D","Street and Bridge 2","Public Works","Austin Services"
590,24e,"Aus Wtr Meters","D","Meters","Utilities","Austin Water/Wastewater"
592,250,"Austin Bldg Sec","D","Building Security","Security","Austin Services"
593,251,"Aus Muni Securit","D","Municipal Security","Security","Austin Services"
601,259,"SERVICE CNTR","D","Service Center (Vehicle Equipment Service)","Public Works","Austin Services"
603,25b,"AUS FLEET MAINT","D","Fleet Maintenance","Public Works","Austin Services"
617,269,"Austin PW 617","D","Public Works (Streets/Water/Sewer)","Public Works","Austin Services"
618,26a,"Austin PW 618","D","Public Works","Public Works","Austin Services"
623,26f,"CITY HALL","D","City Hall","Public Works","Austin Services"
632,278,"AusLibrary 1","D","Libraries 1","Public Works","Austin Services"
633,279,"AusLibrary 2","D","Libraries 2","Public Works","Austin Services"
646,286,"ACO DISPATCH","D","Animal Control Dispatch","Public Works","Austin Services"
647,287,"ACO TAC 1","D","Animal Control Tactical 1","Public Works","Austin Services"
648,288,"ACO OPS","D","Animal Control Ops","Public Works","Austin Services"
650,28a,"ACO TAC 2","D","Animal Control Tactical 2","Public Works","Austin Services"
651,28b,"ACO OPS","D","Animal Control Ops","Public Works","Austin Services"
653,28d,"AUS ANIM CTR","D","Austin Animal Center","Public Works","Austin Services"
654,28e,"AUS ANIM CTR OPS","D","Austin Animal Center - Primary","Public Works","Austin Services"
655,28f,"AUS ANIM CTR ITK","D","Austin Animal Center - Intake","Public Works","Austin Services"
683,2ab,"AISD Buses","D","Buses","Schools","Austin Independent School District"
960,3c0,"APD Adam NW","DE","Dispatch Adam (Northwest)","Law Dispatch","Austin Police"
961,3c1,"APD Baker CW","DE","Dispatch Baker (Central - West)","Law Dispatch","Austin Police"
962,3c2,"APD Charlie CE","DE","Dispatch Charlie (Central - East)","Law Dispatch","Austin Police"
963,3c3,"APD David SW","DE","Dispatch David (Southwest)","Law Dispatch","Austin Police"
964,3c4,"APD Edward NE","DE","Dispatch Edward (Northeast)","Law Dispatch","Austin Police"
965,3c5,"APD Frank SE","DE","Dispatch Frank (Southeast)","Law Dispatch","Austin Police"
966,3c6,"APD George DT","DE","Dispatch George (Downtown)","Law Dispatch","Austin Police"
967,3c7,"APD Henry River","DE","Dispatch Henry (Riverside)","Law Dispatch","Austin Police"
968,3c8,"APD Ida NC","DE","Dispatch Ida (North Central)","Law Dispatch","Austin Police"
969,3c9,"APD Airport Disp","DE","Dispatch Airport Sector","Law Dispatch","Austin Police"
971,3cb,"APD Adam NWest","D","Dispatch Adam (Northwest)","Law Dispatch","Austin Police"
972,3cc,"APD Metro 1","D","Metro 1","Law Tac","Austin Police"
973,3cd,"APD Baker West","D","Dispatch Baker (Central - West)","Law Dispatch","Austin Police"
974,3ce,"APD Metro 2","D","Metro 2","Law Tac","Austin Police"
975,3cf,"APD Charlie East","D","Dispatch Charlie (Central - East)","Law Dispatch","Austin Police"
976,3d0,"APD Metro 3","D","Metro 3","Law Tac","Austin Police"
977,3d1,"APD Metro 4","D","Metro 4","Law Tac","Austin Police"
978,3d2,"APD David SWest","D","Dispatch David (Southwest)","Law Dispatch","Austin Police"
979,3d3,"APD Metro 5","D","Metro 5","Law Tac","Austin Police"
980,3d4,"APD Edward NEast","D","Dispatch Edward (Northeast)","Law Dispatch","Austin Police"
981,3d5,"APD Metro 6","D","Metro 6","Law Tac","Austin Police"
982,3d6,"APD Metro 7","D","Metro 7","Law Tac","Austin Police"
983,3d7,"APD Frank SEast","D","Dispatch Frank (Southeast)","Law Dispatch","Austin Police"
984,3d8,"APD Metro 8","D","Metro 8","Law Tac","Austin Police"
985,3d9,"APD Metro 9","D","Metro 9","Law Tac","Austin Police"
986,3da,"APD George Dntwn","D","Dispatch George (Downtown)","Law Dispatch","Austin Police"
987,3db,"APD Metro 10","D","Metro 10","Law Tac","Austin Police"
988,3dc,"APD Henry Rivrsd","D","Dispatch Henry (Riverside)","Law Dispatch","Austin Police"
989,3dd,"Austin PD Air/K9","D","Air/Canine","Law Tac","Austin Police"
990,3de,"APD Ida NCentral","D","Dispatch Ida (North Central)","Law Dispatch","Austin Police"
991,3df,"APD Events","D","Events","Law Tac","Austin Police"
992,3e0,"APD RAT","D","RAT","Law Tac","Austin Police"
993,3e1,"Austin PD STEP 1","D","STEP 1 (Traffic Enforcement)","Law Tac","Austin Police"
994,3e2,"Austin PD STEP 2","D","STEP 2 (Traffic Enforcement)","Law Tac","Austin Police"
995,3e3,"Austin PD STEP 3","D","STEP 3 (Traffic Enforcement)","Law Tac","Austin Police"
996,3e4,"APD Lic and Wght","D","License & Weight","Law Tac","Austin Police"
997,3e5,"Austin PD Motors","D","Motors","Law Tac","Austin Police"
998,3e6,"Austin PD Int 1A","D","Intel 1A","Law Tac","Austin Police"
999,3e7,"Austin PD Int 2B","D","Intel 2B","Law Tac","Austin Police"
1000,3e8,"APD Critical 1","D","Critical 1","Law Tac","Austin Police"
1001,3e9,"APD Critical 2","D","Critical 2","Law Tac","Austin Police"
1002,3ea,"Austin PD Train1","D","Training 1","Law Tac","Austin Police"
1003,3eb,"Austin PD Train2","D","Training 2","Law Tac","Austin Police"
1004,3ec,"Austin PD Train3","D","Training 3","Law Tac","Austin Police"
1005,3ed,"Austin PD CIB 1","D","Investigations 1","Law Tac","Austin Police"
1006,3ee,"Austin PD CIB 2","D","Investigations 2","Law Tac","Austin Police"
1007,3ef,"Austin PD CIB 3","D","Investigations 3","Law Tac","Austin Police"
1008,3f0,"Austin PD CIB 4","D","Investigations 4 Traffic Office","Law Tac","Austin Police"
1009,3f1,"Austin PD CIB 5","D","Investigations 5","Law Tac","Austin Police"
1010,3f2,"Austin PD CIB 6","D","Investigations 6","Law Tac","Austin Police"
1011,3f3,"Austin PD CIB 7","D","Investigations 7","Law Tac","Austin Police"
1012,3f4,"Austin PD CIB 8","De","Investigations 8 "Intel 1"","Law Tac","Austin Police"
1013,3f5,"Austin PD CIB 9","D","Investigations 9","Law Tac","Austin Police"
1014,3f6,"Austin PD CIB 10","D","Investigations 10","Law Tac","Austin Police"
1015,3f7,"Austin PD OCD 1","D","Organized Crime Division 1","Law Tac","Austin Police"
1016,3f8,"Austin PD OCD 2","D","Organized Crime Division 2 ","Law Tac","Austin Police"
1017,3f9,"Austin PD OCB 3","D","Organized Crime Division 3","Law Tac","Austin Police"
1018,3fa,"Austin PD OCD 4","D","Organized Crime Division 4","Law Tac","Austin Police"
1019,3fb,"Austin PD OCD 5","D","Organized Crime Division 5 (Career Criminal Unit)","Law Tac","Austin Police"
1020,3fc,"Austin PD Narc 1","De","Narcotics","Law Tac","Austin Police"
1021,3fd,"Austin PD Narc 2","D","Narcotics 2","Law Tac","Austin Police"
1022,3fe,"Austin PD Narc 3","D","Narcotics 3","Law Tac","Austin Police"
1023,3ff,"Austin PD Narc 4","D","Narcotics 4","Law Tac","Austin Police"
1024,400,"Austin PD Narc 5","D","Narcotics 5","Law Tac","Austin Police"
1025,401,"Austin PD Narc 6","D","Narcotics 6","Law Tac","Austin Police"
1026,402,"Austin PD Narc 7","D","Narcotics 7","Law Tac","Austin Police"
1027,403,"Austin PD Emerg","D","Emergency ID","Law Tac","Austin Police"
1028,404,"Austin PD Home 1","D","Homeland Defense 1","Law Tac","Austin Police"
1029,405,"Austin PD Home 2","D","Homeland Defense 2","Law Tac","Austin Police"
1030,406,"Austin PD Talk 1","D","Talk 1","Law Talk","Austin Police"
1031,407,"Austin PD Talk 2","D","Talk 2","Law Talk","Austin Police"
1032,408,"Austin PD Talk 3","D","Talk 3","Law Talk","Austin Police"
1033,409,"Austin PD Talk 4","D","Talk 4","Law Talk","Austin Police"
1034,40a,"Austin PD Talk 5","D","Talk 5","Law Talk","Austin Police"
1035,40b,"Austin PD Talk 6","D","Talk 6","Law Talk","Austin Police"
1036,40c,"Austin PD Talk 7","D","Talk 7","Law Talk","Austin Police"
1037,40d,"Austin PD Talk 8","D","Talk 8","Law Talk","Austin Police"
1038,40e,"Austin PD Talk 9","D","Talk 9","Law Talk","Austin Police"
1039,40f,"Austin PD Talk10","D","Talk 10","Law Talk","Austin Police"
1040,410,"Austin PD Talk11","D","Talk 11","Law Talk","Austin Police"
1041,411,"Austin PD Talk12","D","Talk 12","Law Talk","Austin Police"
1042,412,"Austin PD Talk13","D","Talk 13","Law Talk","Austin Police"
1043,413,"APD George Ops","D","George Ops (Downtown)","Law Dispatch","Austin Police"
1044,414,"APD Dwntwn Rangr","D","Downtown Rangers","Law Tac","Austin Police"
1045,415,"Austin PD Talk16","D","Talk 16","Law Talk","Austin Police"
1046,416,"Austin PD Talk17","D","Talk 17","Law Talk","Austin Police"
1047,417,"Austin PD Talk18","D","Talk 18","Law Talk","Austin Police"
1048,418,"Austin PD Talk19","D","Talk 19","Law Talk","Austin Police"
1049,419,"Austin PD Talk20","D","Talk 20","Law Talk","Austin Police"
1050,41a,"Austin PD Talk21","D","Talk 21","Law Talk","Austin Police"
1051,41b,"Austin PD Talk22","D","Talk 22","Law Talk","Austin Police"
1052,41c,"Austin PD Talk23","D","Talk 23","Law Talk","Austin Police"
1053,41d,"Austin PD Talk24","D","Talk 24","Law Talk","Austin Police"
1054,41e,"Austin PD Talk25","D","Talk 25","Law Talk","Austin Police"
1055,41f,"Austin PD Talk26","D","Talk 26","Law Talk","Austin Police"
1056,420,"Austin PD Talk27","D","Talk 27","Law Talk","Austin Police"
1057,421,"Austin PD Talk28","D","Talk 28","Law Talk","Austin Police"
1058,422,"Austin PD Talk29","D","Talk 29","Law Talk","Austin Police"
1059,423,"Austin PD Talk30","D","Talk 30","Law Talk","Austin Police"
1060,424,"Austin PD Talk31","D","Talk 31","Law Talk","Austin Police"
1061,425,"Austin PD Talk32","D","Talk 32","Law Talk","Austin Police"
1062,426,"Austin PD Talk33","D","Talk 33","Law Talk","Austin Police"
1063,427,"Austin PD Talk34","D","Talk 34","Law Talk","Austin Police"
1064,428,"Austin PD Talk35","D","Talk 35","Law Talk","Austin Police"
1065,429,"Austin PD Talk36","D","Talk 36","Law Talk","Austin Police"
1066,42a,"Austin PD Talk37","D","Talk 37","Law Talk","Austin Police"
1067,42b,"APD IDA Tac","D","IDA Tactical","Law Talk","Austin Police"
1068,42c,"Austin PD Talk39","D","Talk 39","Law Talk","Austin Police"
1069,42d,"Austin PD Talk40","D","Talk 40","Law Talk","Austin Police"
1070,42e,"Austin PD Talk41","D","Talk 41","Law Talk","Austin Police"
1071,42f,"Austin PD Talk42","D","Talk 42","Law Talk","Austin Police"
1072,430,"Austin PD DWI 1","D","DWI 1","Law Talk","Austin Police"
1073,431,"Austin PD DWI 2","D","DWI 2","Law Talk","Austin Police"
1074,432,"Austin PD APERN","D","APERN Emergency","Law Tac","Austin Police"
1080,438,"APD Tac 1080","D","Tactical","Law Tac","Austin Police"
1082,43a,"APD Violent Crim","D","Violent Crime Task Force","Law Tac","Austin Police"
1115,45b,"AFD Sched","D","Scheduling","Fire-Talk","Austin Fire Department"
1121,461,"AFD FCOM N","D","Firecom North","Fire Dispatch","Austin Fire Department"
1122,462,"AFD FCOM E","D","Firecom East (ESD's East of I35)","Fire-Tac","Austin Fire Department"
1123,463,"AFD FCOM S","D","Firecom South","Fire Dispatch","Austin Fire Department"
1124,464,"AFD 1124","D","TG 1124","Fire Dispatch","Austin Fire Department"
1125,465,"AFD PREV504","D","Prevention 504","Fire-Tac","Austin Fire Department"
1126,466,"TRN/FTAC413","D","Training 413-Operations","Multi-Tac","Austin Fire Department"
1127,467,"AFD ARSON 1","D","Arson Com 1","Fire-Tac","Austin Fire Department"
1129,469,"AFD PREV507","D","Prevention 507","Fire-Tac","Austin Fire Department"
1131,46b,"AFD TRNG 501","D","Training 501","Fire-Tac","Austin Fire Department"
1132,46c,"TRN/FTAC414","D","Training 414-Command","Multi-Tac","Austin Fire Department"
1133,46d,"AFD INVEST","D","Investigations","Fire-Tac","Austin Fire Department"
1134,46e,"AFD INFORM","D","Information","Fire-Tac","Austin Fire Department"
1135,46f,"TRN/FTAC401","D","Training 401-Operations","Multi-Tac","Austin Fire Department"
1136,470,"TRN/FTAC402","D","Training 402-Command","Multi-Tac","Austin Fire Department"
1137,471,"TRN/FTAC403","D","Training 403-Emergency","Multi-Tac","Austin Fire Department"
1138,472,"TRN/FTAC404","D","Training 404-Operations","Multi-Tac","Austin Fire Department"
1139,473,"AFD ARFF Tac 301","D","Aircraft Rescue and Fire Fighting Tactical 301","Fire-Tac","Austin Fire Department"
1140,474,"AFD ARFF Tac 302","D","Aircraft Rescue and Fire Fighting Tactical 302","Fire-Tac","Austin Fire Department"
1141,475,"AFD ARFF Tac 303","D","Aircraft Rescue and Fire Fighting Tactical 303","Fire-Tac","Austin Fire Department"
1142,476,"AFD FCOM W","D","Firecom West (ESD's West of I35)","Fire-Tac","Austin Fire Department"
1143,477,"AFD FTAC307","D","Fire Tac 307","Fire-Tac","Austin Fire Department"
1144,478,"AFD FTAC308","D","Fire Tac 308","Fire-Tac","Austin Fire Department"
1145,479,"AFD FTAC309","D","Fire Tac 309","Fire-Tac","Austin Fire Department"
1146,47a,"EM AFD","D","Emergency","Fire-Tac","Austin Fire Department"
1147,47b,"AFD LOCUTION","D","City Locution Dispatch (with 154.965 MHz paging)","Fire Dispatch","Austin Fire Department"
1148,47c,"TRN/FTAC410","D","Training 410-Operations","Multi-Tac","Austin Fire Department"
1149,47d,"TRN/FTAC411","D","Training 411-Command","Multi-Tac","Austin Fire Department"
1150,47e,"TRN/FTAC412","D","Training 412-Emergency","Multi-Tac","Austin Fire Department"
1154,482,"AFD PRIVATE","D","Private Firecom","Fire-Talk","Austin Fire Department"
1155,483,"AFD SOPS503","DE","Special Operations 503","Fire-Tac","Austin Fire Department"
1156,484,"AFD ADM501","D","Admin 501","Fire-Talk","Austin Fire Department"
1157,485,"AFD RECRUT","D","Recruiting","Fire-Tac","Austin Fire Department"
1159,487,"AFD BC","DE","Battalion Chief","Fire-Talk","Austin Fire Department"
1162,48a,"TCFD LOCUTION","D","County Locution Dispatch (with 154.205 MHz paging)","Fire Dispatch","Austin Fire Department"
1163,48b,"AFD FTAC303","D","Fire Tac 303","Fire-Tac","Austin Fire Department"
1164,48c,"AFD FTAC304","D","Fire Tac 304","Fire-Tac","Austin Fire Department"
1165,48d,"AFD FTAC305","D","Fire Tac 305","Fire-Tac","Austin Fire Department"
1166,48e,"AFD FTAC306","D","Fire Tac 306","Fire-Tac","Austin Fire Department"
1167,48f,"AFD FTAC310","D","Fire Tac 310","Fire-Tac","Austin Fire Department"
1168,490,"AFD FTAC311","D","Fire Tac 311","Fire-Tac","Austin Fire Department"
1169,491,"AFD FTAC312","D","Fire Tac 312","Fire-Tac","Austin Fire Department"
1170,492,"AFD FTAC313","D","Fire Tac 313","Fire-Tac","Austin Fire Department"
1171,493,"AFD FTAC314","D","Fire Tac 314","Fire-Tac","Austin Fire Department"
1221,4c5,"TCEMS CONTRL","D","EMS Control","EMS-Tac","Austin/Travis County EMS"
1222,4c6,"TCEMS MCOM N","D","EMS MedCom North","EMS-Tac","Austin/Travis County EMS"
1223,4c7,"TCEMS MCOM C","D","EMS MedCom Central","EMS-Tac","Austin/Travis County EMS"
1224,4c8,"TCEMS MCOM S","D","EMS Medcom South","EMS-Tac","Austin/Travis County EMS"
1225,4c9,"TCEMS CMD1","D","EMS Command 1","EMS-Tac","Austin/Travis County EMS"
1226,4ca,"TCEMS CMD2","D","EMS Command 2","EMS-Tac","Austin/Travis County EMS"
1227,4cb,"TCEMS CMD3","D","EMS Command 3","EMS-Tac","Austin/Travis County EMS"
1228,4cc,"TCEMS CMD4","D","EMS Command 4","EMS-Tac","Austin/Travis County EMS"
1229,4cd,"VMED28 Link","D","Link to VMED28 155.340, Seton Helipad Landing Coord.","Hospital","Austin/Travis County EMS"
1230,4ce,"TCEMS EVENT1","D","EMS Event 1","EMS-Tac","Austin/Travis County EMS"
1231,4cf,"TCEMS EVENT2","D","EMS Event 2","EMS-Tac","Austin/Travis County EMS"
1232,4d0,"TCEMS EVENT3","D","EMS Event 3","EMS-Tac","Austin/Travis County EMS"
1233,4d1,"TCEMS EVENT4","D","EMS Event 4","EMS-Tac","Austin/Travis County EMS"
1234,4d2,"TCEMS FLEET","D","EMS Fleet","EMS-Tac","Austin/Travis County EMS"
1235,4d3,"TCEMS SUPPLY","D","EMS Supply","EMS-Tac","Austin/Travis County EMS"
1236,4d4,"TCEMS TRAIN 1","D","EMS Training Ch. 1","EMS-Tac","Austin/Travis County EMS"
1237,4d5,"TCEMS TRAIN 2","D","EMS Training Ch. 2","EMS-Tac","Austin/Travis County EMS"
1238,4d6,"TCEMS TRAIN 3","D","EMS Training Ch. 3","EMS-Tac","Austin/Travis County EMS"
1240,4d8,"ST DAVID PF ER","D","St. David's Hospital - Pflugerville","Hospital","Austin/Travis County EMS"
1241,4d9,"SetonHaysHos","D","EMS to Seton Hays County Hospital","Hospital","Hays County"
1243,4db,"ST DAVID CP ER","D","St. David's Hospital - Cedar Park","Hospital","Austin/Travis County EMS"
1244,4dc,"SETON SW ER","D","Seton Southwest Hospital","Hospital","Austin/Travis County EMS"
1245,4dd,"SETON NW ER","D","Seton Northwest Hospital","Hospital","Austin/Travis County EMS"
1246,4de,"ST DAVID ER","D","St. David's Hospital","Hospital","Austin/Travis County EMS"
1247,4df,"NAH ER","D","North Austin Hospital","Hospital","Austin/Travis County EMS"
1248,4e0,"SAH ER","D","South Austin Hospital","Hospital","Austin/Travis County EMS"
1249,4e1,"HEART ER","D","Heart Hospital of Austin","Hospital","Austin/Travis County EMS"
1250,4e2,"Dell Seton Crash","D","Dell Seton Crash","Hospital","Austin/Travis County EMS"
1251,4e3,"Dell Seton Treat","D","Dell Seton Treatment","Hospital","Austin/Travis County EMS"
1252,4e4,"DELL CHLD ER","D","Dell Children's Hospital","Hospital","Austin/Travis County EMS"
1253,4e5,"LAKEWAY ER","D","Lakeway Hospital","Hospital","Austin/Travis County EMS"
1254,4e6,"SETON C ER","D","Seton Hospital","Hospital","Austin/Travis County EMS"
1255,4e7,"INTERHOSP","D","EMS Interhospital","Hospital","Austin/Travis County EMS"
1256,4e8,"Westlake MC","D","Westlake Medical Center","Hospital","Austin/Travis County EMS"
1261,4ed,"STARFLIGHT","DE","Starflight Out of County","EMS Dispatch","Austin/Travis County EMS"
1262,4ee,"TCEMS EMERG","D","EMS Emergency (Emergency ID Activation)","EMS-Tac","Austin/Travis County EMS"
1263,4ef,"TCEMS MCOM W","D","EMS MedCom West","EMS-Tac","Austin/Travis County EMS"
1264,4f0,"TCEMS COUNTY","D","EMS County (linked to 155.715)","EMS Dispatch","Austin/Travis County EMS"
